"asset_id","path","source_type","license","author","generated_utc","generator","notes"
"vehicles/ifv/shift_01","assets/sfx/vehicles/ifv/shift_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.ifv.shift; layers=gearThud+meshModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/ifv/brake_01","assets/sfx/vehicles/ifv/brake_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.ifv.brake; layers=frictionNoise+optionalTrackGrind; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/tank/idle_loop_01","assets/sfx/vehicles/tank/idle_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.tank.idle; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/tank/engine_loop_01","assets/sfx/vehicles/tank/engine_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.tank.engine; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/tank/rev_loop_01","assets/sfx/vehicles/tank/rev_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.tank.rev; layers=rpmAlignedCombustionPulses+brownExhaust+airIntake+loopSeam; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/tank/movement_loop_01","assets/sfx/vehicles/tank/movement_loop_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.tank.movement; layers=trackHits+metalModes+dirtGravel+combustionBed; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/tank/shift_01","assets/sfx/vehicles/tank/shift_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.tank.shift; layers=gearThud+meshModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/tank/brake_01","assets/sfx/vehicles/tank/brake_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.tank.brake; layers=frictionNoise+optionalTrackGrind; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/tank_cannon_01","assets/sfx/vehicles/weapons/tank_cannon_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.tank_cannon; layers=heavyFriedlander+boomBed+debris+comb; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/tank_cannon_far_01","assets/sfx/vehicles/weapons/tank_cannon_far_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.tank_cannon_far; layers=heavyFriedlander+boomBed+debris+comb; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/tank_breech_01","assets/sfx/vehicles/weapons/tank_breech_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.tank_breech; layers=shortBlast+mechModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/tank_coax_01","assets/sfx/vehicles/weapons/tank_coax_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.tank_coax; layers=shortBlast+mechModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/tank_hmg_01","assets/sfx/vehicles/weapons/tank_hmg_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.tank_hmg; layers=shortBlast+mechModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/ifv_autocannon_01","assets/sfx/vehicles/weapons/ifv_autocannon_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.ifv_autocannon; layers=heavyFriedlander+boomBed+debris+comb; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/ifv_missile_01","assets/sfx/vehicles/weapons/ifv_missile_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.ifv_missile; layers=ignite+movingBandWhoosh; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/weapons/ifv_grenade_01","assets/sfx/vehicles/weapons/ifv_grenade_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.weapon.ifv_grenade; layers=shortBlast+mechModes; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/impacts/armor_01","assets/sfx/vehicles/impacts/armor_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.impact.armor; layers=metalModes+brightTransient; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/impacts/ground_01","assets/sfx/vehicles/impacts/ground_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.impact.ground; layers=soilShock+debrisGrains; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"vehicles/impacts/structure_01","assets/sfx/vehicles/impacts/structure_01.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=vehicle.impact.structure; layers=soilShock+debrisGrains; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
"_source/audacity_batch_source","assets/sfx/_source/audacity_batch_source.wav","procedural","Project-original","Voxel Frontline audio generator","2026-09-08T08:33:12.968Z","scripts/audio-gen/generate-sfx.js","physical-model v2; family=audacity.batch-source; layers=unmastered mix of gun+step+frag+engine for manual Audacity polish; peakLimit=0.82 lookahead-limiter; no oscillator beds / no commercial game assets"
